model_name,accuracy_mean,accuracy_std,accuracy_scaled_mean,accuracy_scaled_std
logistic,0.8613953488372094,0.05789903746826209,0.8944186046511627,0.045384005445127634
logistic_lle,0.7669767441860467,0.06453058858533124,0.845581395348837,0.056442200629478675
logistic_llemodified,0.8339534883720929,0.051059091526135775,0.8648837209302326,0.05186567916223056
logistic_pca,0.8683720930232558,0.054561529663303666,0.8944186046511627,0.045384005445127634
logistic_sel,0.8634883720930232,0.054007090454511776,0.8944186046511627,0.045384005445127634
logistic_kbest,0.7972093023255813,0.06127189843744616,0.8079069767441858,0.05805761670755141
logistic_kbestmutual,0.7893023255813952,0.06009007120692058,0.7944186046511628,0.06202984330343568
logistic_select,0.8574418604651162,0.05196568739376119,0.8781395348837209,0.05117547411497399
logistic_selecttree,0.8560465116279069,0.04951850367890937,0.8767441860465115,0.053082382374480604
logistic_rfe,0.8574418604651162,0.05740512901483021,0.8637209302325582,0.054936907614828036
gaussian,0.5558139534883721,0.03994317217980853,0.8969767441860467,0.04303959463479813
gaussian_lle,0.7641860465116279,0.06214308581972256,0.8483720930232558,0.05643836767299539
gaussian_llemodified,0.8558139534883719,0.05374055817809926,0.8846511627906977,0.05030141705896101
gaussian_pca,0.5558139534883721,0.03994317217980853,0.8969767441860467,0.04303959463479813
gaussian_sel,0.5558139534883721,0.03994317217980853,0.8969767441860467,0.04303959463479813
gaussian_kbest,0.8086046511627906,0.06080895083696902,0.8023255813953487,0.058879018144986806
gaussian_kbestmutual,0.7899999999999998,0.0628729005414785,0.7958139534883719,0.06149217171527349
gaussian_select,0.767906976744186,0.06205250833961918,0.8827906976744189,0.044481265920019455
gaussian_selecttree,0.8130232558139536,0.08254470902875914,0.8909302325581394,0.04984508179907539
gaussian_rfe,0.8125581395348838,0.0718916918680724,0.8790697674418605,0.051793156863535084
rfc,0.8339534883720929,0.0661070799905601,0.8320930232558139,0.062017635622275975
rfc_lle,0.7602325581395348,0.06542245294941848,0.8302325581395347,0.05897080154933008
rfc_llemodified,0.8090697674418602,0.060936889393149424,0.8383720930232558,0.053171457512435696
rfc_pca,0.6325581395348838,0.08142856465121673,0.6388372093023257,0.08541281424475664
rfc_sel,0.8406976744186045,0.05516826122919282,0.8344186046511627,0.05876684826823102
rfc_kbest,0.7869767441860465,0.0642567860947091,0.7920930232558139,0.06543278560573035
rfc_kbestmutual,0.7793023255813952,0.058786631446074857,0.7788372093023256,0.06356073906136588
rfc_select,0.8632558139534885,0.05476534336571172,0.8081395348837208,0.06799094840020334
rfc_selecttree,0.8606976744186045,0.055764997909867296,0.8553488372093022,0.053293883011733725
rfc_rfe,0.8451162790697674,0.05335879147212898,0.8425581395348836,0.05881974186896469
mlp,0.8304651162790695,0.06285913582983942,0.8881395348837208,0.042843117538169405
mlp_lle,0.7672093023255815,0.0637306901369553,0.8474418604651162,0.05584495263182746
mlp_llemodified,0.8376744186046511,0.050415257762422346,0.8662790697674418,0.05172785213845401
mlp_pca,0.8562790697674417,0.0570009440776523,0.8851162790697675,0.04348526291584222
mlp_sel,0.8218604651162787,0.06421468858754054,0.8883720930232557,0.04325831450636807
mlp_kbest,0.7804651162790697,0.06547409992471731,0.8044186046511627,0.059572571646610915
mlp_kbestmutual,0.7660465116279069,0.06666107782594918,0.7948837209302326,0.06208736146994509
mlp_select,0.8399999999999999,0.062078650021841986,0.8839534883720931,0.04610226833339163
mlp_selecttree,0.8460465116279069,0.05166560534392638,0.8941860465116279,0.044899382735599576
mlp_rfe,0.8311627906976744,0.08219671953966744,0.8793023255813953,0.0444539005023812
