model_name,accuracy_mean,accuracy_std,accuracy_scaled_mean,accuracy_scaled_std
mlp_rfe,0.5876744186046512,0.04314627290198555,0.6613953488372093,0.03951025224482846
ada,0.6158139534883721,0.04362929536145588,0.6167441860465117,0.042752763772271586
ada_iso,0.5034883720930232,0.05101723481041932,0.5174418604651163,0.05232558139534884
ada_lle,0.4988372093023256,0.05524173730334745,0.5634883720930233,0.05673703729273469
ada_llemodified,0.5034883720930232,0.0670094396940647,0.5062790697674419,0.062713561578346
ada_svd,0.5383720930232558,0.06445889093737303,0.5253488372093024,0.06303526874268413
ada_lda,0.5811627906976744,0.06817920902295811,0.5811627906976744,0.06817920902295811
ada_pca,0.5244186046511627,0.054204009399100764,0.5230232558139535,0.06110971257775524
ada_kpca,0.3553488372093024,0.140272469155671,0.453953488372093,0.10314051807297303
ada_sel,0.6034883720930232,0.050964202327467734,0.6151162790697675,0.04364726599796154
ada_kbest,0.536046511627907,0.05870653749471785,0.5402325581395349,0.05716438016977617
ada_kbestmutual,0.5862790697674418,0.055624192922603094,0.5858139534883722,0.05418604651162791
ada_select,0.596046511627907,0.05638324012897681,0.6020930232558139,0.051494169964104185
ada_selecttree,0.6072093023255813,0.05645417694116992,0.6074418604651164,0.04814346686559696
ada_rfe,0.6037209302325582,0.05599969095178572,0.6004651162790698,0.06572637775938507
gaussianNB,0.48627906976744184,0.05909402541639439,0.4904651162790698,0.05849611581267907
gaussianNB_iso,0.5358139534883721,0.05960206964802267,0.5379069767441862,0.058409142323584455
gaussianNB_lle,0.5037209302325582,0.045479240059235856,0.5248837209302326,0.04406409118503664
gaussianNB_llemodified,0.5865116279069768,0.053698273688075886,0.5232558139534884,0.059609328455703714
gaussianNB_svd,0.5013953488372093,0.05812278828581696,0.4702325581395349,0.049615067757898666
gaussianNB_lda,0.5930232558139535,0.04777357810273056,0.5930232558139535,0.04777357810273056
gaussianNB_pca,0.4590697674418604,0.050537404018960674,0.48558139534883726,0.04625276803141488
gaussianNB_kpca,0.06046511627906977,0.004651162790697674,0.22604651162790693,0.13149635960964667
gaussianNB_sel,0.5309302325581395,0.055988583399345274,0.49093023255813956,0.05843136062777773
gaussianNB_kbest,0.5562790697674419,0.04670656822561188,0.5562790697674419,0.04670656822561188
gaussianNB_kbestmutual,0.5630232558139534,0.04966572957713822,0.562093023255814,0.04859352270510231
gaussianNB_select,0.5627906976744186,0.05537619023158446,0.5172093023255815,0.04727512881228878
gaussianNB_selecttree,0.572093023255814,0.04300753955559752,0.5769767441860465,0.048553439138090834
gaussianNB_rfe,0.5216279069767442,0.05493543090224523,0.5225581395348837,0.058297923786301366
qda,0.5,0.0,0.5,0.0
qda_iso,0.5581395348837209,0.035345777101327136,0.5518604651162791,0.028023979533258227
qda_lle,0.5548837209302326,0.04081643800825828,0.6167441860465116,0.04442773557677972
qda_llemodified,0.5855813953488372,0.04280333483770596,0.646046511627907,0.04534347016541001
qda_svd,0.5697674418604651,0.028953254879043572,0.5725581395348837,0.028724460756547932
qda_lda,0.5913953488372092,0.04805632624491726,0.5913953488372092,0.04805632624491726
qda_pca,0.5,0.0,0.5,0.0
qda_kpca,0.2874418604651163,0.16595007296516745,0.3667441860465116,0.15095173100910686
qda_sel,0.5079069767441861,0.01403850071887123,0.5,0.0
qda_kbest,0.5748837209302325,0.04789568618365024,0.5748837209302325,0.04789568618365024
qda_kbestmutual,0.6167441860465116,0.0514768374298513,0.6174418604651163,0.05258334443997681
qda_select,0.6183720930232558,0.0407932432713158,0.6246511627906977,0.043198261287446714
qda_selecttree,0.6474418604651163,0.045952452676399594,0.6409302325581396,0.043485262915842246
qda_rfe,0.6213953488372093,0.03130132345747207,0.6248837209302326,0.033685627069500144
