model_name,accuracy_mean,accuracy_std,accuracy_scaled_mean,accuracy_scaled_std
logistic,0.8586046511627907,0.0390088118069986,0.8913953488372093,0.03577240114407703
logistic_iso,0.7546511627906978,0.04652616052033152,0.8427906976744187,0.04142147072334349
logistic_lle,0.7676744186046511,0.049085195414398215,0.8588372093023254,0.029417455626057933
logistic_llemodified,0.8583720930232559,0.03228205200351426,0.8755813953488372,0.030165399467611268
logistic_svd,0.8546511627906976,0.03730003472638475,0.8781395348837209,0.03323547922781366
logistic_lda,0.8506976744186047,0.04511627906976742,0.8506976744186047,0.04511627906976742
logistic_pca,0.8606976744186047,0.03561178213036819,0.8913953488372093,0.03577240114407703
logistic_kpca,0.5,0.0,0.5400000000000001,0.024956424977295454
logistic_sel,0.8569767441860463,0.038792621668865754,0.8913953488372093,0.03577240114407703
logistic_kbest,0.8609302325581395,0.038492411788280154,0.8876744186046511,0.030642127333950345
logistic_kbestmutual,0.8558139534883721,0.036401106610461684,0.8951162790697675,0.03484416361798465
logistic_select,0.8574418604651162,0.036312596315366805,0.8786046511627906,0.026633745678549592
logistic_selecttree,0.8472093023255813,0.03565124622633176,0.8802325581395348,0.02980466422785185
logistic_rfe,0.8553488372093022,0.03371371213845604,0.8753488372093022,0.03632972015847165
kNeighbour,0.7811627906976745,0.045494102459244116,0.8588372093023254,0.033135250641061556
kNeighbour_iso,0.7565116279069767,0.05000865257745126,0.844186046511628,0.03280636274340903
kNeighbour_lle,0.7572093023255815,0.04170773170193904,0.8281395348837209,0.03914237439436668
kNeighbour_llemodified,0.8411627906976743,0.031167129166934558,0.8374418604651163,0.03251575314015497
kNeighbour_svd,0.7813953488372093,0.04551252509483937,0.855581395348837,0.031208747785597735
kNeighbour_lda,0.8420930232558139,0.04357533898500611,0.8420930232558139,0.04357533898500611
kNeighbour_pca,0.7811627906976745,0.045494102459244116,0.8588372093023254,0.033135250641061556
kNeighbour_kpca,0.5,0.0,0.763720930232558,0.05102730475126503
kNeighbour_sel,0.7811627906976745,0.045494102459244116,0.8588372093023254,0.033135250641061556
kNeighbour_kbest,0.7744186046511627,0.04205381702331425,0.8758139534883721,0.030538700411496682
kNeighbour_kbestmutual,0.7825581395348838,0.04558673438119223,0.8662790697674416,0.0326617951283445
kNeighbour_select,0.8060465116279067,0.04004054192060636,0.8479069767441861,0.036165594746593026
kNeighbour_selecttree,0.7906976744186046,0.04101207462453115,0.8648837209302326,0.030222717539782132
kNeighbour_rfe,0.800232558139535,0.03861375628125537,0.8569767441860465,0.035896160559146816
svcLinear,0.86,0.03821037097402953,0.8741860465116278,0.035778448120605724
svcLinear_iso,0.7541860465116278,0.04218286698615263,0.8551162790697673,0.03920588139232497
svcLinear_lle,0.7586046511627907,0.06710259494014714,0.8530232558139536,0.03126674781071313
svcLinear_llemodified,0.8493023255813952,0.03137036042589255,0.8695348837209302,0.028223974788101205
svcLinear_svd,0.86,0.04054522943664653,0.8648837209302325,0.033450398366721645
svcLinear_lda,0.8502325581395348,0.04235112952430968,0.8502325581395348,0.04235112952430968
svcLinear_pca,0.8593023255813954,0.03830155602790838,0.8741860465116278,0.035778448120605724
svcLinear_kpca,0.5,0.0,0.5069767441860465,0.0069767441860465245
svcLinear_sel,0.8611627906976743,0.03643155194724784,0.8741860465116278,0.035778448120605724
svcLinear_kbest,0.8611627906976744,0.03788699716014548,0.8760465116279069,0.033346761311926404
svcLinear_kbestmutual,0.8576744186046511,0.038111163582551615,0.8727906976744185,0.03575727922881556
svcLinear_select,0.8646511627906976,0.035632278558688,0.8690697674418604,0.03178568715724752
svcLinear_selecttree,0.8432558139534883,0.03388013739809173,0.8741860465116278,0.031604813730608465
svcLinear_rfe,0.8660465116279069,0.03559279343201673,0.8634883720930232,0.033443930459595546
svc,0.5041860465116279,0.005581395348837219,0.5079069767441861,0.009986470024922745
svc_iso,0.5062790697674419,0.011203897181810153,0.501860465116279,0.007485338111363307
svc_lle,0.7655813953488374,0.04618255683671274,0.8567441860465115,0.031924058076087856
svc_llemodified,0.8595348837209302,0.034087026345256274,0.8679069767441859,0.03126674781071312
svc_svd,0.5041860465116279,0.005581395348837219,0.5076744186046512,0.00947799249875109
svc_lda,0.8472093023255814,0.04338378170322296,0.8472093023255814,0.04338378170322296
svc_pca,0.5041860465116279,0.005581395348837219,0.5079069767441861,0.009986470024922745
svc_kpca,0.5,0.0,0.5134883720930233,0.012164369144764667
svc_sel,0.5041860465116279,0.005581395348837219,0.5079069767441861,0.009986470024922745
svc_kbest,0.5179069767441861,0.016642130849130077,0.5390697674418605,0.026286271908734494
svc_kbestmutual,0.5055813953488372,0.00846204902263268,0.5109302325581396,0.014412977146368532
svc_select,0.5565116279069767,0.03735509229673468,0.5753488372093024,0.032494955301783396
svc_selecttree,0.5065116279069768,0.008436445184752134,0.646046511627907,0.03648717889759104
svc_rfe,0.5513953488372093,0.027229171834820237,0.5379069767441861,0.026901458701334393
gaussian,0.5502325581395349,0.022719394868501986,0.8886046511627907,0.030860211001214503
gaussian_iso,0.5693023255813954,0.056438367672995406,0.8434883720930232,0.06545633796322949
gaussian_lle,0.7690697674418605,0.043756170854306484,0.8579069767441863,0.028414950474920025
gaussian_llemodified,0.8616279069767443,0.035441280590995744,0.8779069767441859,0.03266179512834451
gaussian_svd,0.5502325581395349,0.022719394868501986,0.8867441860465115,0.027497971801897593
gaussian_lda,0.8518604651162791,0.043805583558404665,0.8518604651162791,0.043805583558404665
gaussian_pca,0.5502325581395349,0.022719394868501986,0.8886046511627907,0.030860211001214503
