model_name,accuracy_mean,accuracy_std,accuracy_scaled_mean,accuracy_scaled_std
logistic,0.7946511627906978,0.04092032121012037,0.7995348837209302,0.03916102299496143
logistic_iso,0.7569767441860464,0.03766077846674802,0.798139534883721,0.032703992244180365
logistic_lle,0.7420930232558139,0.06617454017552264,0.7955813953488372,0.03988151733013444
logistic_llemodified,0.8111627906976744,0.037826280207158065,0.8046511627906976,0.036401106610461684
logistic_svd,0.7979069767441861,0.04152904982597543,0.8006976744186045,0.03835517597491977
logistic_lda,0.8023255813953487,0.043940566576026005,0.8023255813953487,0.043940566576026005
logistic_pca,0.8009302325581396,0.03703739358440642,0.7995348837209302,0.03916102299496143
logistic_kpca,0.5130232558139536,0.01500675888828063,0.5920930232558139,0.027204332680725137
logistic_sel,0.7972093023255813,0.0414162476641558,0.7995348837209302,0.03916102299496143
logistic_kbest,0.7732558139534883,0.052377235486303284,0.7988372093023254,0.044140123014191415
logistic_kbestmutual,0.7797674418604652,0.04694046492271489,0.7988372093023256,0.043336384078102856
logistic_select,0.8130232558139535,0.04013498047405511,0.8023255813953489,0.03572625929241213
logistic_selecttree,0.8074418604651165,0.040758094684550265,0.813720930232558,0.042277637041756536
logistic_rfe,0.8062790697674419,0.03644639410216458,0.8086046511627907,0.03744186046511627
kNeighbour,0.7416279069767441,0.03996280044172935,0.7960465116279071,0.03772964657129467
kNeighbour_iso,0.7023255813953488,0.04443017017335535,0.7746511627906976,0.04362495651252053
kNeighbour_lle,0.7127906976744187,0.040896524174579,0.7590697674418604,0.042440426863331694
kNeighbour_llemodified,0.7848837209302326,0.04576434570733589,0.8027906976744186,0.038981073190245505
kNeighbour_svd,0.7411627906976743,0.04040158070043255,0.7948837209302327,0.036973087430711066
kNeighbour_lda,0.7767441860465115,0.045631202024066474,0.7767441860465115,0.045631202024066474
kNeighbour_pca,0.7416279069767441,0.03996280044172935,0.7960465116279071,0.03772964657129467
kNeighbour_kpca,0.5225581395348837,0.023876598199702743,0.7732558139534883,0.039139610883039154
kNeighbour_sel,0.7409302325581395,0.040081042833135856,0.7960465116279071,0.03772964657129467
kNeighbour_kbest,0.7158139534883721,0.040691693912743084,0.7534883720930233,0.03409971697352369
kNeighbour_kbestmutual,0.7258139534883721,0.0393353377250364,0.7727906976744185,0.040428344693100186
kNeighbour_select,0.7969767441860466,0.04167984287788981,0.7981395348837208,0.033033080752678516
kNeighbour_selecttree,0.7593023255813952,0.041422123559434594,0.796279069767442,0.03900049229349121
kNeighbour_rfe,0.7653488372093026,0.05511627906976744,0.7965116279069767,0.038722850710108635
svcLinear,0.7995348837209301,0.035235436216778916,0.8037209302325582,0.04228723026113751
svcLinear_iso,0.7590697674418605,0.03706658677376145,0.7993023255813954,0.03455738832949852
svcLinear_lle,0.728139534883721,0.07659922885032927,0.7967441860465116,0.040497180560074876
svcLinear_llemodified,0.810232558139535,0.04365903585254516,0.8053488372093024,0.03777262537461016
svcLinear_svd,0.8011627906976745,0.034356480703939894,0.8048837209302326,0.04029971542427375
svcLinear_lda,0.8002325581395349,0.04336383112282007,0.8002325581395349,0.04336383112282007
svcLinear_pca,0.799767441860465,0.03552054380086459,0.8037209302325582,0.04228723026113751
svcLinear_kpca,0.5062790697674419,0.009923994555047385,0.5274418604651163,0.0170514444463473
svcLinear_sel,0.802093023255814,0.03538324518782347,0.8037209302325582,0.04228723026113751
svcLinear_kbest,0.7888372093023256,0.0457117263441785,0.7893023255813953,0.04608173423814265
svcLinear_kbestmutual,0.7911627906976745,0.046276148090549106,0.7923255813953489,0.043879598283075076
svcLinear_select,0.816046511627907,0.038753565407597966,0.8127906976744186,0.03830155602790837
svcLinear_selecttree,0.8104651162790698,0.035896160559146816,0.8148837209302328,0.036165594746593026
svcLinear_rfe,0.8104651162790695,0.03671547303220219,0.8034883720930233,0.03865295381068525
svc,0.5072093023255814,0.010629204541419947,0.5569767441860465,0.022336479898021577
svc_iso,0.5174418604651163,0.015469924064709373,0.5481395348837209,0.029047433280851458
svc_lle,0.7416279069767442,0.05787334411364789,0.7920930232558141,0.04203066175844598
svc_llemodified,0.8027906976744187,0.04014306486943856,0.8030232558139535,0.040575231090434774
svc_svd,0.5074418604651163,0.010596079767343742,0.556046511627907,0.023566528959145877
svc_lda,0.8016279069767441,0.043719074676111615,0.8016279069767441,0.043719074676111615
svc_pca,0.5072093023255814,0.010629204541419947,0.5569767441860465,0.022336479898021577
svc_kpca,0.5113953488372094,0.01052694911419189,0.5937209302325581,0.02745860742440153
svc_sel,0.5072093023255814,0.010629204541419947,0.5569767441860465,0.022336479898021577
svc_kbest,0.5116279069767442,0.011392975547828742,0.6704651162790697,0.040119480829426436
svc_kbestmutual,0.5169767441860466,0.01379953832478771,0.6900000000000002,0.04637246623441522
svc_select,0.5937209302325581,0.035377130659728785,0.6625581395348835,0.04208531344014592
svc_selecttree,0.5239534883720931,0.02307018941849632,0.7283720930232558,0.042613383892265516
svc_rfe,0.5295348837209303,0.02653711545146884,0.617906976744186,0.03337918245741121
gaussian,0.7979069767441861,0.05073233293661938,0.8009302325581398,0.036891081115541256
gaussian_iso,0.7613953488372094,0.039823841415054115,0.7786046511627905,0.08901115321976324
gaussian_lle,0.7572093023255815,0.04065712265395386,0.7934883720930234,0.03964144326076748
gaussian_llemodified,0.8244186046511628,0.041422123559434594,0.8081395348837208,0.035288350943008175
gaussian_svd,0.7997674418604652,0.04962215262731261,0.7988372093023256,0.035669445698088297
gaussian_lda,0.8039534883720928,0.043508265565587526,0.8039534883720928,0.043508265565587526
